[2025-04-14T02:03:30.562+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-13T00:00:00+00:00 [queued]>
[2025-04-14T02:03:30.565+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-13T00:00:00+00:00 [queued]>
[2025-04-14T02:03:30.565+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 1
[2025-04-14T02:03:30.569+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): collect_comments> on 2025-04-13 00:00:00+00:00
[2025-04-14T02:03:30.570+0000] {standard_task_runner.py:60} INFO - Started process 212 to run task
[2025-04-14T02:03:30.572+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'youtube_comment_pipeline_us_stocks_daily', 'collect_comments', 'scheduled__2025-04-13T00:00:00+00:00', '--job-id', '332', '--raw', '--subdir', 'DAGS_FOLDER/youtube_comment_pipeline.py', '--cfg-path', '/tmp/tmp62mems61']
[2025-04-14T02:03:30.573+0000] {standard_task_runner.py:88} INFO - Job 332: Subtask collect_comments
[2025-04-14T02:03:30.591+0000] {task_command.py:423} INFO - Running <TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-13T00:00:00+00:00 [running]> on host 9d8a82da5923
[2025-04-14T02:03:30.619+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='youtube_comment_pipeline_us_stocks_daily' AIRFLOW_CTX_TASK_ID='collect_comments' AIRFLOW_CTX_EXECUTION_DATE='2025-04-13T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-13T00:00:00+00:00'
[2025-04-14T02:03:30.626+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.8/site-packages/***/utils/context.py:315 AirflowContextDeprecationWarning: Accessing 'execution_date' from the template is deprecated and will be removed in a future version. Please use 'data_interval_start' or 'logical_date' instead.
[2025-04-14T02:05:00.864+0000] {logging_mixin.py:188} INFO -  Collected 106 comments.
[2025-04-14T02:05:00.865+0000] {python.py:201} INFO - Done. Returned value was: None
[2025-04-14T02:05:00.874+0000] {taskinstance.py:1138} INFO - Marking task as SUCCESS. dag_id=youtube_comment_pipeline_us_stocks_daily, task_id=collect_comments, execution_date=20250413T000000, start_date=20250414T020330, end_date=20250414T020500
[2025-04-14T02:05:00.904+0000] {local_task_job_runner.py:234} INFO - Task exited with return code 0
[2025-04-14T02:05:00.919+0000] {taskinstance.py:3280} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2025-04-20T02:24:59.922+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-13T00:00:00+00:00 [queued]>
[2025-04-20T02:24:59.927+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-13T00:00:00+00:00 [queued]>
[2025-04-20T02:24:59.928+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 1
[2025-04-20T02:24:59.938+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): collect_comments> on 2025-04-13 00:00:00+00:00
[2025-04-20T02:24:59.954+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'youtube_comment_pipeline_us_stocks_daily', 'collect_comments', 'scheduled__2025-04-13T00:00:00+00:00', '--job-id', '566', '--raw', '--subdir', 'DAGS_FOLDER/youtube_comment_pipeline.py', '--cfg-path', '/tmp/tmpqoa8t_k3']
[2025-04-20T02:24:59.957+0000] {standard_task_runner.py:88} INFO - Job 566: Subtask collect_comments
[2025-04-20T02:24:59.953+0000] {standard_task_runner.py:60} INFO - Started process 2244 to run task
[2025-04-20T02:25:00.011+0000] {task_command.py:423} INFO - Running <TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-13T00:00:00+00:00 [running]> on host 7e480c288e12
[2025-04-20T02:25:00.085+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='youtube_comment_pipeline_us_stocks_daily' AIRFLOW_CTX_TASK_ID='collect_comments' AIRFLOW_CTX_EXECUTION_DATE='2025-04-13T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-13T00:00:00+00:00'
[2025-04-20T02:25:00.100+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.8/site-packages/***/utils/context.py:315 AirflowContextDeprecationWarning: Accessing 'execution_date' from the template is deprecated and will be removed in a future version. Please use 'data_interval_start' or 'logical_date' instead.
[2025-04-20T02:25:00.345+0000] {logging_mixin.py:188} INFO - Published: 2025-04-19 11:04:06+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.845+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:43:29+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.845+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:41:32+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.846+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:38:54+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.846+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:36:56+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.846+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:35:59+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.846+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:33:50+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.846+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:31:51+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.847+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:31:47+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.847+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:30:24+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.847+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:29:32+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.847+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:29:11+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.847+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:28:50+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.847+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:28:38+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.847+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:28:29+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.848+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:28:25+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.848+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:27:46+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.848+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:27:30+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.848+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:26:58+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.848+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:26:02+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.848+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:24:12+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.848+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:24:07+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.849+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:23:59+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:00.849+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:23:50+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.127+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:23:11+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.127+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:22:57+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.127+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:22:40+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.128+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:21:56+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.128+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:21:31+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.128+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:19:22+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.128+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:18:45+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.128+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:18:23+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.128+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:18:13+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.128+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:18:04+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.128+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:17:28+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.128+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:17:17+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.128+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:16:53+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.128+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:16:42+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.129+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:16:02+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.129+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:15:59+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.129+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:15:51+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.129+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:14:55+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.129+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:12:32+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.129+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:12:28+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.129+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:12:15+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.129+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:11:35+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.129+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:08:48+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.130+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:08:42+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.130+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:08:10+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.130+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:07:55+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.130+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:06:51+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.130+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:06:50+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.130+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:05:19+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.130+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:05:08+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.130+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:03:15+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.130+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:02:28+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.130+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:01:57+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.130+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 20:00:28+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:59:07+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:59:03+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:58:58+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:58:14+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:57:46+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:57:23+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:56:48+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:56:37+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:55:59+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:55:05+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:53:39+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:53:28+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.131+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:53:17+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:52:48+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:52:31+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:52:23+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:51:14+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:50:30+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:49:42+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:49:33+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:48:45+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:48:19+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:47:46+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:47:28+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:46:36+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:46:20+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:45:33+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:45:21+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.132+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:45:07+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:45:03+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:44:58+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:44:32+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:44:28+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:43:23+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:43:08+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:43:07+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:42:59+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:42:52+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:42:52+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:42:17+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:42:15+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:41:59+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:41:53+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.133+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:41:32+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:40:58+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:40:48+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:40:09+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:40:05+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:39:55+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:39:44+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:39:19+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:39:16+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:38:34+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:36:55+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:36:03+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:35:40+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
[2025-04-20T02:25:01.134+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 19:35:23+00:00 | Start: 2025-04-13 00:00:00+00:00 | End: 2025-04-14 00:00:00+00:00
